,Unnamed: 0,Unnamed: 0.1,Date,brand J148v,PENCIL E/L,brand Z76b,brand G217u,brand O72y,brand K128P,brand z38s,brand q202Y,brand g155t,brand Y12k,brand A162z,brand l244I,brand T73v,brand c108X,brand q44b,brand y180c
252,252,252,26/06/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,253,253,26/06/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
254,254,254,30/06/2021,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,255,255,01/07/2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
256,256,256,01/07/2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
257,257,257,01/07/2021,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,258,258,03/07/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
259,259,259,06/07/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
260,260,260,06/07/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,261,261,06/07/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,262,262,07/07/2021,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,263,263,10/07/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
264,264,264,10/07/2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
265,265,265,10/07/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
266,266,266,12/07/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
267,267,267,13/07/2021,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,268,268,13/07/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
269,269,269,13/07/2021,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,270,270,15/07/2021,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,271,271,15/07/2021,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,272,272,17/07/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,273,273,19/07/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,274,274,19/07/2021,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,275,275,20/07/2021,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,276,276,20/07/2021,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,277,277,20/07/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
278,278,278,20/07/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
279,279,279,20/07/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,280,280,27/07/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
281,281,281,29/07/2021,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
282,282,282,30/07/2021,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
283,283,283,31/07/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
284,284,284,03/08/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,285,285,03/08/2021,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,286,286,04/08/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,287,287,05/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
288,288,288,05/08/2021,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,289,289,05/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
290,290,290,05/08/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
291,291,291,05/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
292,292,292,06/08/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,293,293,06/08/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,294,294,09/08/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
295,295,295,09/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
296,296,296,09/08/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,297,297,09/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
298,298,298,09/08/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,299,299,10/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
300,300,300,10/08/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,301,301,10/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
302,302,302,10/08/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
303,303,303,11/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
304,304,304,11/08/2021,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,305,305,11/08/2021,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,306,306,11/08/2021,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,307,307,12/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
308,308,308,13/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
309,309,309,13/08/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,310,310,13/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
311,311,311,13/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
312,312,312,16/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
313,313,313,16/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
314,314,314,17/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
315,315,315,20/08/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
316,316,316,20/08/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,317,317,20/08/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
318,318,318,20/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
319,319,319,20/08/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
320,320,320,24/08/2021,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
321,321,321,24/08/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
322,322,322,24/08/2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
323,323,323,24/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
324,324,324,24/08/2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
325,325,325,24/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,326,326,24/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
327,327,327,24/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
328,328,328,25/08/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,329,329,26/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
330,330,330,27/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
331,331,331,30/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
332,332,332,30/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
333,333,333,30/08/2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
334,334,334,31/08/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,335,335,31/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
336,336,336,31/08/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,337,337,31/08/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,338,338,01/09/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,339,339,02/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
340,340,340,02/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
341,341,341,02/09/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
342,342,342,02/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
343,343,343,03/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
344,344,344,03/09/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,345,345,03/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
346,346,346,03/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
347,347,347,03/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
348,348,348,06/09/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,349,349,07/09/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
350,350,350,07/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
351,351,351,07/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
352,352,352,07/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
353,353,353,07/09/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,354,354,07/09/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,355,355,08/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
356,356,356,08/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
357,357,357,08/09/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
358,358,358,08/09/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
359,359,359,08/09/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
360,360,360,08/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
361,361,361,09/09/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,362,362,09/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
363,363,363,09/09/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,364,364,09/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
365,365,365,09/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
366,366,366,10/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
367,367,367,13/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
368,368,368,13/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
369,369,369,14/09/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,370,370,14/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
371,371,371,14/09/2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
372,372,372,15/09/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,373,373,16/09/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,374,374,17/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
375,375,375,17/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
376,376,376,17/09/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,377,377,17/09/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,378,378,17/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
379,379,379,17/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
380,380,380,17/09/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,381,381,20/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
382,382,382,21/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
383,383,383,21/09/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
384,384,384,21/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
385,385,385,21/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
386,386,386,22/09/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,387,387,22/09/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,388,388,22/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
389,389,389,23/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
390,390,390,23/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
391,391,391,24/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
392,392,392,25/09/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,393,393,25/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
394,394,394,25/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
395,395,395,25/09/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,396,396,28/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
397,397,397,28/09/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
398,398,398,28/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
399,399,399,28/09/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,400,400,29/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
401,401,401,29/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
402,402,402,29/09/2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
403,403,403,30/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
404,404,404,30/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
405,405,405,30/09/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,406,406,30/09/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
407,407,407,01/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
408,408,408,01/10/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,409,409,02/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
410,410,410,02/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
411,411,411,04/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
412,412,412,04/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
413,413,413,04/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
414,414,414,05/10/2021,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
415,415,415,05/10/2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
416,416,416,06/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
417,417,417,06/10/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,418,418,07/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
419,419,419,07/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
420,420,420,07/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
421,421,421,09/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
422,422,422,09/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
423,423,423,09/10/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,424,424,11/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
425,425,425,11/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
426,426,426,12/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
427,427,427,13/10/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
428,428,428,13/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
429,429,429,13/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
430,430,430,13/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
431,431,431,14/10/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
432,432,432,14/10/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
433,433,433,15/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
434,434,434,15/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
435,435,435,16/10/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
436,436,436,17/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
437,437,437,17/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
438,438,438,18/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
439,439,439,19/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
440,440,440,20/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
441,441,441,21/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
442,442,442,21/10/2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
443,443,443,22/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
444,444,444,22/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
445,445,445,23/10/2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
446,446,446,28/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
447,447,447,28/10/2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
448,448,448,29/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
449,449,449,30/10/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,450,450,30/10/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,451,451,01/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
452,452,452,04/11/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
453,453,453,05/11/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,454,454,06/11/2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
455,455,455,06/11/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
456,456,456,06/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
457,457,457,06/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
458,458,458,07/11/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,459,459,07/11/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
460,460,460,09/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
461,461,461,10/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
462,462,462,10/11/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
463,463,463,10/11/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,464,464,11/11/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,465,465,12/11/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,466,466,12/11/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,467,467,13/11/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
468,468,468,13/11/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,469,469,13/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
470,470,470,13/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
471,471,471,14/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
472,472,472,14/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
473,473,473,15/11/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
474,474,474,16/11/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
475,475,475,16/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
476,476,476,16/11/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,477,477,16/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
478,478,478,17/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
479,479,479,17/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
480,480,480,18/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
481,481,481,18/11/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,482,482,20/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
483,483,483,21/11/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,484,484,22/11/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
485,485,485,22/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
486,486,486,24/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
487,487,487,24/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
488,488,488,24/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
489,489,489,26/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
490,490,490,26/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
491,491,491,26/11/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
492,492,492,27/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
493,493,493,27/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
494,494,494,29/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
495,495,495,30/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0
496,496,496,30/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
497,497,497,30/11/2021,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0
498,498,498,30/11/2021,0,0,-8,0,0,0,0,0,0,0,0,0,0,0,0,0
499,499,499,30/11/2021,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
500,500,500,30/11/2021,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
501,501,501,30/11/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
502,502,502,30/11/2021,0,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
