Date,Sales,Dollar to Pkr,Total Cases,Daily Cases
01/04/2017,16748,104.81,#N/A,0
02/04/2017,11340,104.81,#N/A,0
03/04/2017,5331,104.81,#N/A,0
04/04/2017,1300,104.8,#N/A,0
06/04/2017,14660,104.81,#N/A,0
07/04/2017,15095,104.82,#N/A,0
08/04/2017,3530,104.82,#N/A,0
09/04/2017,33555,104.82,#N/A,0
10/04/2017,3840,104.84,#N/A,0
11/04/2017,4890,104.705,#N/A,0
12/04/2017,3690,104.8,#N/A,0
13/04/2017,3195,104.845,#N/A,0
14/04/2017,3440,104.825,#N/A,0
16/04/2017,10730,104.825,#N/A,0
17/04/2017,2350,104.87,#N/A,0
18/04/2017,33320,104.83,#N/A,0
19/04/2017,550,104.83,#N/A,0
20/04/2017,1995,104.795,#N/A,0
21/04/2017,15070,104.8,#N/A,0
23/04/2017,6500,104.8,#N/A,0
24/04/2017,11125,104.805,#N/A,0
25/04/2017,400,104.725,#N/A,0
26/04/2017,6450,104.625,#N/A,0
27/04/2017,2590,104.75,#N/A,0
28/04/2017,1590,104.725,#N/A,0
29/04/2017,5285,104.725,#N/A,0
30/04/2017,7885,104.725,#N/A,0
01/05/2017,7420,104.7,#N/A,0
03/05/2017,4090,104.65,#N/A,0
04/05/2017,550,104.8,#N/A,0
05/05/2017,5190,104.75,#N/A,0
06/05/2017,12115,104.75,#N/A,0
07/05/2017,11160,104.75,#N/A,0
08/05/2017,7122,104.815,#N/A,0
09/05/2017,11326,104.885,#N/A,0
10/05/2017,2885,104.8,#N/A,0
11/05/2017,9750,104.7,#N/A,0
12/05/2017,11372,104.775,#N/A,0
13/05/2017,27477,104.775,#N/A,0
14/05/2017,14703,104.775,#N/A,0
15/05/2017,3680,104.8,#N/A,0
16/05/2017,4585,104.85,#N/A,0
17/05/2017,2135,104.825,#N/A,0
18/05/2017,7120,104.815,#N/A,0
19/05/2017,1500,104.795,#N/A,0
20/05/2017,4925,104.795,#N/A,0
21/05/2017,15880,104.795,#N/A,0
22/05/2017,3875,104.825,#N/A,0
23/05/2017,9450,104.835,#N/A,0
24/05/2017,6670,104.845,#N/A,0
25/05/2017,21590,104.79,#N/A,0
26/05/2017,7883,104.8,#N/A,0
27/05/2017,4041,104.8,#N/A,0
28/05/2017,2882,104.8,#N/A,0
29/05/2017,8855,104.8,#N/A,0
30/05/2017,5800,104.825,#N/A,0
31/05/2017,8092,104.81,#N/A,0
01/06/2017,4746,104.755,#N/A,0
03/06/2017,4484,104.7,#N/A,0
04/06/2017,17902,104.7,#N/A,0
05/06/2017,1050,104.74,#N/A,0
06/06/2017,1440,104.85,#N/A,0
07/06/2017,6444,104.84,#N/A,0
08/06/2017,7865,104.84,#N/A,0
09/06/2017,4196,104.8,#N/A,0
10/06/2017,6937,104.8,#N/A,0
11/06/2017,18915,104.8,#N/A,0
12/06/2017,12265,104.7,#N/A,0
13/06/2017,4420,104.815,#N/A,0
14/06/2017,6645,104.805,#N/A,0
15/06/2017,9310,104.815,#N/A,0
16/06/2017,12480,104.83,#N/A,0
17/06/2017,15140,104.775,#N/A,0
18/06/2017,3935,104.775,#N/A,0
19/06/2017,11830,104.815,#N/A,0
20/06/2017,13885,104.85,#N/A,0
21/06/2017,28855,104.825,#N/A,0
22/06/2017,32831,104.805,#N/A,0
23/06/2017,35351,104.845,#N/A,0
24/06/2017,50260,104.845,#N/A,0
25/06/2017,54660,104.845,#N/A,0
26/06/2017,7380,104.84,#N/A,0
28/06/2017,8710,104.85,#N/A,0
29/06/2017,9130,104.86,#N/A,0
30/06/2017,5285,104.86,#N/A,0
01/07/2017,1765,104.86,#N/A,0
02/07/2017,4845,104.86,#N/A,0
03/07/2017,5890,104.86,#N/A,0
04/07/2017,24812,104.825,#N/A,0
05/07/2017,14650,108.05,#N/A,0
06/07/2017,5540,105.95,#N/A,0
07/07/2017,28525,105.85,#N/A,0
08/07/2017,1880,105.85,#N/A,0
09/07/2017,11260,105.85,#N/A,0
10/07/2017,2551,105.16,#N/A,0
11/07/2017,14580,105.19,#N/A,0
12/07/2017,23345,105.11,#N/A,0
13/07/2017,20690,105.2,#N/A,0
14/07/2017,14395,105.22,#N/A,0
15/07/2017,4990,105.22,#N/A,0
16/07/2017,14015,105.22,#N/A,0
17/07/2017,10240,105.205,#N/A,0
18/07/2017,5665,105.25,#N/A,0
19/07/2017,24570,105.205,#N/A,0
20/07/2017,13175,105.28,#N/A,0
21/07/2017,18700,105.205,#N/A,0
22/07/2017,13125,105.205,#N/A,0
23/07/2017,8830,105.205,#N/A,0
24/07/2017,4725,105.31,#N/A,0
25/07/2017,31115,105.27,#N/A,0
26/07/2017,7950,105.325,#N/A,0
27/07/2017,580,105.34,#N/A,0
28/07/2017,1995,105.355,#N/A,0
29/07/2017,10915,105.355,#N/A,0
30/07/2017,2940,105.355,#N/A,0
31/07/2017,6230,105.4,#N/A,0
01/08/2017,25755,105.335,#N/A,0
02/08/2017,11285,105.36,#N/A,0
03/08/2017,19950,105.33,#N/A,0
04/08/2017,14095,105.33,#N/A,0
05/08/2017,24750,105.33,#N/A,0
06/08/2017,9165,105.36,#N/A,0
07/08/2017,9365,105.32,#N/A,0
08/08/2017,6965,105.25,#N/A,0
09/08/2017,16311,105.36,#N/A,0
10/08/2017,23100,105.205,#N/A,0
11/08/2017,5140,105.205,#N/A,0
12/08/2017,30380,105.205,#N/A,0
13/08/2017,9690,105.205,#N/A,0
14/08/2017,3340,105.33,#N/A,0
15/08/2017,7945,105.375,#N/A,0
16/08/2017,7760,105.33,#N/A,0
17/08/2017,15940,105.34,#N/A,0
18/08/2017,16010,105.35,#N/A,0
19/08/2017,18680,105.35,#N/A,0
20/08/2017,14330,105.35,#N/A,0
21/08/2017,15775,105.33,#N/A,0
22/08/2017,7690,105.345,#N/A,0
23/08/2017,6795,105.355,#N/A,0
24/08/2017,26157,105.375,#N/A,0
25/08/2017,24010,105.375,#N/A,0
26/08/2017,18728,105.375,#N/A,0
27/08/2017,16230,105.375,#N/A,0
28/08/2017,5960,105.36,#N/A,0
29/08/2017,13355,105.155,#N/A,0
30/08/2017,24425,105.215,#N/A,0
31/08/2017,17235,105.23,#N/A,0
01/09/2017,36960,105.1,#N/A,0
02/09/2017,1300,105.1,#N/A,0
04/09/2017,22446,105.1,#N/A,0
05/09/2017,7175,105.335,#N/A,0
06/09/2017,26495,105.34,#N/A,0
07/09/2017,44655,105.35,#N/A,0
08/09/2017,11310,105.31,#N/A,0
09/09/2017,22130,105.31,#N/A,0
10/09/2017,16790,105.31,#N/A,0
11/09/2017,25195,105.33,#N/A,0
12/09/2017,19090,105.335,#N/A,0
13/09/2017,9575,105.2,#N/A,0
14/09/2017,18680,105.295,#N/A,0
15/09/2017,8450,105.35,#N/A,0
16/09/2017,14980,105.35,#N/A,0
17/09/2017,2725,105.35,#N/A,0
18/09/2017,15690,105.325,#N/A,0
19/09/2017,14930,105.35,#N/A,0
20/09/2017,15805,105.375,#N/A,0
21/09/2017,5515,105.375,#N/A,0
22/09/2017,6750,105.385,#N/A,0
23/09/2017,12480,105.385,#N/A,0
24/09/2017,18830,105.385,#N/A,0
25/09/2017,8875,105.345,#N/A,0
26/09/2017,6665,105.375,#N/A,0
27/09/2017,7060,105.425,#N/A,0
28/09/2017,1150,105.4,#N/A,0
29/09/2017,20616,105.41,#N/A,0
02/10/2017,4390,105.3,#N/A,0
03/10/2017,20770,105.375,#N/A,0
04/10/2017,6095,105.405,#N/A,0
05/10/2017,22430,105.25,#N/A,0
06/10/2017,8450,105.255,#N/A,0
07/10/2017,7985,105.255,#N/A,0
08/10/2017,3810,105.255,#N/A,0
09/10/2017,10335,105.255,#N/A,0
10/10/2017,11793,105.33,#N/A,0
11/10/2017,16790,105.075,#N/A,0
12/10/2017,10600,104.9,#N/A,0
13/10/2017,4765,105.25,#N/A,0
14/10/2017,6485,105.25,#N/A,0
15/10/2017,32925,105.25,#N/A,0
16/10/2017,11125,105.125,#N/A,0
17/10/2017,3610,105.305,#N/A,0
18/10/2017,16280,105.25,#N/A,0
19/10/2017,15280,105.2,#N/A,0
20/10/2017,6080,105.35,#N/A,0
21/10/2017,5105,105.35,#N/A,0
22/10/2017,20530,105.35,#N/A,0
23/10/2017,22340,105.3,#N/A,0
24/10/2017,6090,105.375,#N/A,0
25/10/2017,24730,105.305,#N/A,0
26/10/2017,23895,105.355,#N/A,0
27/10/2017,25965,105.35,#N/A,0
28/10/2017,21535,105.35,#N/A,0
29/10/2017,28220,105.35,#N/A,0
30/10/2017,19400,105.315,#N/A,0
31/10/2017,2850,105.375,#N/A,0
01/11/2017,6030,105.2,#N/A,0
02/11/2017,21065,105.255,#N/A,0
03/11/2017,17545,105.28,#N/A,0
04/11/2017,42640,105.28,#N/A,0
05/11/2017,10032,105.28,#N/A,0
06/11/2017,1640,105.3,#N/A,0
07/11/2017,10870,105.25,#N/A,0
08/11/2017,7425,105.2,#N/A,0
09/11/2017,7800,105.05,#N/A,0
10/11/2017,24678,104.95,#N/A,0
11/11/2017,12386,104.95,#N/A,0
12/11/2017,22682,104.95,#N/A,0
14/11/2017,9225,105.25,#N/A,0
15/11/2017,20094,105.305,#N/A,0
16/11/2017,21462,105.305,#N/A,0
17/11/2017,21332,105.315,#N/A,0
18/11/2017,24333,105.315,#N/A,0
19/11/2017,36257,105.315,#N/A,0
20/11/2017,8590,105.25,#N/A,0
21/11/2017,17850,105.2,#N/A,0
22/11/2017,13766,105.35,#N/A,0
23/11/2017,23018,105.3,#N/A,0
24/11/2017,48027,105.185,#N/A,0
25/11/2017,53570,105.185,#N/A,0
26/11/2017,54493,105.185,#N/A,0
27/11/2017,15777,105.33,#N/A,0
28/11/2017,6206,105.25,#N/A,0
29/11/2017,19532,105.415,#N/A,0
30/11/2017,10394,105.375,#N/A,0
01/12/2017,8969,105.375,#N/A,0
02/12/2017,10027,105.375,#N/A,0
03/12/2017,26334,105.375,#N/A,0
04/12/2017,31354,105.4,#N/A,0
05/12/2017,1573,105.25,#N/A,0
06/12/2017,14840,105.415,#N/A,0
07/12/2017,2430,105.415,#N/A,0
08/12/2017,12122,105.85,#N/A,0
09/12/2017,19905,105.85,#N/A,0
10/12/2017,11957,105.85,#N/A,0
11/12/2017,3275,107.5,#N/A,0
12/12/2017,24460,109.455,#N/A,0
13/12/2017,4657,109.5,#N/A,0
14/12/2017,10995,109.8,#N/A,0
15/12/2017,4200,109.875,#N/A,0
16/12/2017,18926,109.875,#N/A,0
17/12/2017,16330,109.875,#N/A,0
18/12/2017,7167,109.875,#N/A,0
19/12/2017,27057,110.6,#N/A,0
20/12/2017,20379,110.35,#N/A,0
21/12/2017,18797,111.02,#N/A,0
22/12/2017,12847,110.7,#N/A,0
23/12/2017,15070,110.7,#N/A,0
24/12/2017,13935,110.7,#N/A,0
25/12/2017,33026,110.2,#N/A,0
26/12/2017,14386,110.7,#N/A,0
27/12/2017,23462,110.7,#N/A,0
28/12/2017,12299,110.7,#N/A,0
29/12/2017,17687,110.7,#N/A,0
30/12/2017,13055,110.7,#N/A,0
31/12/2017,840,110.7,#N/A,0
01/01/2018,12948,110.31,#N/A,0
02/01/2018,10530,110.7,#N/A,0
03/01/2018,26292,110.735,#N/A,0
04/01/2018,14784,110.735,#N/A,0
05/01/2018,975,110.75,#N/A,0
06/01/2018,30108,110.55,#N/A,0
07/01/2018,1300,110.55,#N/A,0
08/01/2018,2580,110.75,#N/A,0
09/01/2018,19444,110.75,#N/A,0
10/01/2018,6846,111,#N/A,0
11/01/2018,2135,110.75,#N/A,0
12/01/2018,9145,110.755,#N/A,0
13/01/2018,7560,110.55,#N/A,0
14/01/2018,5720,110.55,#N/A,0
15/01/2018,2940,110.755,#N/A,0
16/01/2018,9174,110.925,#N/A,0
17/01/2018,5930,111.14,#N/A,0
18/01/2018,9715,110.76,#N/A,0
19/01/2018,10948,110.955,#N/A,0
20/01/2018,29192,110.955,#N/A,0
21/01/2018,10330,110.955,#N/A,0
22/01/2018,6982,110.755,#N/A,0
23/01/2018,8642,110.76,#N/A,0
24/01/2018,1390,110.55,#N/A,0
25/01/2018,17215,110.755,#N/A,0
26/01/2018,23260,110.755,#N/A,0
27/01/2018,12340,110.55,#N/A,0
28/01/2018,7682,110.55,#N/A,0
29/01/2018,2180,110.76,#N/A,0
30/01/2018,6355,110.76,#N/A,0
31/01/2018,7030,110.76,#N/A,0
01/02/2018,17707,110.755,#N/A,0
02/02/2018,10362,110.55,#N/A,0
03/02/2018,6260,110.57,#N/A,0
04/02/2018,12538,110.57,#N/A,0
05/02/2018,26721,110.76,#N/A,0
06/02/2018,14207,110.715,#N/A,0
07/02/2018,12642,110.76,#N/A,0
08/02/2018,10920,110.76,#N/A,0
09/02/2018,29810,110.69,#N/A,0
10/02/2018,16545,110.4,#N/A,0
11/02/2018,28597,110.4,#N/A,0
12/02/2018,21563,110.61,#N/A,0
13/02/2018,7858,110.755,#N/A,0
14/02/2018,695,110.755,#N/A,0
15/02/2018,13342,110.755,#N/A,0
16/02/2018,12628,110.755,#N/A,0
17/02/2018,6275,110.55,#N/A,0
18/02/2018,26332,110.55,#N/A,0
19/02/2018,5210,110.75,#N/A,0
20/02/2018,4522,110.75,#N/A,0
21/02/2018,12289,110.76,#N/A,0
22/02/2018,12772,110.76,#N/A,0
23/02/2018,5075,110.55,#N/A,0
24/02/2018,10685,110.55,#N/A,0
25/02/2018,18650,110.55,#N/A,0
26/02/2018,6457,110.65,#N/A,0
27/02/2018,9884,110.765,#N/A,0
28/02/2018,5822,110.765,#N/A,0
01/03/2018,22076,110.76,#N/A,0
02/03/2018,10705,110.57,#N/A,0
03/03/2018,13967,110.57,#N/A,0
04/03/2018,6720,110.57,#N/A,0
05/03/2018,6810,110.75,#N/A,0
06/03/2018,22944,110.75,#N/A,0
07/03/2018,4990,110.76,#N/A,0
08/03/2018,12661,110.765,#N/A,0
09/03/2018,4805,110.76,#N/A,0
10/03/2018,17885,110.62,#N/A,0
11/03/2018,2190,110.62,#N/A,0
12/03/2018,4982,110.76,#N/A,0
13/03/2018,200,110.76,#N/A,0
14/03/2018,7462,110.76,#N/A,0
15/03/2018,6975,110.76,#N/A,0
16/03/2018,14075,110.76,#N/A,0
17/03/2018,13050,110.76,#N/A,0
18/03/2018,8050,110.76,#N/A,0
19/03/2018,28400,110.765,#N/A,0
20/03/2018,13780,115,#N/A,0
21/03/2018,7066,115.15,#N/A,0
22/03/2018,580,115.6,#N/A,0
23/03/2018,9526,115.6,#N/A,0
24/03/2018,14597,115.6,#N/A,0
25/03/2018,11775,115.6,#N/A,0
26/03/2018,4777,115.6,#N/A,0
27/03/2018,2900,115.725,#N/A,0
28/03/2018,650,115.7,#N/A,0
29/03/2018,9705,115.7,#N/A,0
30/03/2018,43827,115.71,#N/A,0
31/03/2018,18497,115.71,#N/A,0
01/04/2018,3380,115.71,#N/A,0
02/04/2018,17490,115.725,#N/A,0
03/04/2018,12598,115.725,#N/A,0
04/04/2018,15982,115.725,#N/A,0
05/04/2018,6440,115.78,#N/A,0
06/04/2018,5640,115.78,#N/A,0
07/04/2018,15325,115.78,#N/A,0
09/04/2018,17287,115.76,#N/A,0
10/04/2018,7756,115.78,#N/A,0
11/04/2018,7737,115.76,#N/A,0
12/04/2018,6870,115.77,#N/A,0
13/04/2018,2545,115.775,#N/A,0
14/04/2018,34824,115.775,#N/A,0
16/04/2018,8649,115.775,#N/A,0
17/04/2018,5700,115.775,#N/A,0
18/04/2018,8325,115.78,#N/A,0
19/04/2018,9765,115.78,#N/A,0
20/04/2018,7034,115.775,#N/A,0
21/04/2018,2080,115.775,#N/A,0
23/04/2018,5552,115.77,#N/A,0
24/04/2018,6925,115.77,#N/A,0
25/04/2018,1160,115.775,#N/A,0
26/04/2018,16055,115.775,#N/A,0
27/04/2018,4490,115.775,#N/A,0
28/04/2018,16655,115.775,#N/A,0
30/04/2018,11882,115.77,#N/A,0
01/05/2018,14312,115.77,#N/A,0
02/05/2018,1740,115.78,#N/A,0
03/05/2018,15811,115.775,#N/A,0
04/05/2018,23750,115.775,#N/A,0
05/05/2018,7760,115.775,#N/A,0
07/05/2018,7695,115.775,#N/A,0
08/05/2018,200,115.775,#N/A,0
09/05/2018,4205,115.775,#N/A,0
10/05/2018,22375,115.78,#N/A,0
11/05/2018,9590,115.78,#N/A,0
12/05/2018,13125,115.78,#N/A,0
14/05/2018,19275,116.305,#N/A,0
15/05/2018,2610,115.775,#N/A,0
16/05/2018,14975,115.78,#N/A,0
17/05/2018,7590,115.78,#N/A,0
18/05/2018,9215,115.78,#N/A,0
19/05/2018,3500,115.78,#N/A,0
21/05/2018,5985,115.775,#N/A,0
22/05/2018,2255,115.55,#N/A,0
23/05/2018,2820,115.775,#N/A,0
24/05/2018,5665,115.775,#N/A,0
25/05/2018,2340,115.775,#N/A,0
26/05/2018,10965,115.775,#N/A,0
28/05/2018,7870,115.775,#N/A,0
29/05/2018,4610,115.775,#N/A,0
30/05/2018,4870,115.61,#N/A,0
31/05/2018,20655,115.775,#N/A,0
01/06/2018,12630,115.785,#N/A,0
02/06/2018,19685,115.785,#N/A,0
04/06/2018,37345,115.78,#N/A,0
05/06/2018,4580,115.78,#N/A,0
06/06/2018,21290,115.78,#N/A,0
07/06/2018,30040,115.78,#N/A,0
08/06/2018,34275,115.78,#N/A,0
09/06/2018,27005,115.78,#N/A,0
11/06/2018,38760,117.735,#N/A,0
12/06/2018,49950,119.065,#N/A,0
13/06/2018,41510,118.245,#N/A,0
14/06/2018,38520,119.585,#N/A,0
15/06/2018,23940,119.89,#N/A,0
16/06/2018,9685,119.89,#N/A,0
18/06/2018,10220,119.35,#N/A,0
19/06/2018,35540,121.3,#N/A,0
20/06/2018,23920,121.5,#N/A,0
21/06/2018,29285,121.65,#N/A,0
22/06/2018,35230,121.65,#N/A,0
23/06/2018,23880,121.65,#N/A,0
25/06/2018,8170,121.675,#N/A,0
26/06/2018,16940,121.675,#N/A,0
27/06/2018,15505,121.73,#N/A,0
28/06/2018,12220,121.735,#N/A,0
29/06/2018,19207,121.735,#N/A,0
30/06/2018,10665,121.735,#N/A,0
02/07/2018,11010,121.715,#N/A,0
03/07/2018,6785,121.725,#N/A,0
04/07/2018,35450,121.725,#N/A,0
05/07/2018,8620,121.725,#N/A,0
06/07/2018,30475,121.725,#N/A,0
07/07/2018,31190,121.725,#N/A,0
09/07/2018,13790,121.735,#N/A,0
10/07/2018,4450,121.735,#N/A,0
11/07/2018,18095,121.74,#N/A,0
12/07/2018,26477,121.755,#N/A,0
13/07/2018,8645,121.75,#N/A,0
14/07/2018,11785,121.75,#N/A,0
16/07/2018,15015,125,#N/A,0
17/07/2018,29850,127.85,#N/A,0
18/07/2018,16050,128.45,#N/A,0
19/07/2018,9930,129.05,#N/A,0
20/07/2018,18035,129.2,#N/A,0
21/07/2018,7289,129.2,#N/A,0
23/07/2018,17485,129.2,#N/A,0
24/07/2018,18630,129.14,#N/A,0
25/07/2018,1550,129.14,#N/A,0
26/07/2018,2890,129,#N/A,0
27/07/2018,12370,128.375,#N/A,0
28/07/2018,33844,128.375,#N/A,0
30/07/2018,22720,121.615,#N/A,0
