Category,ItemCode,Barcode,ItemName,Unit,P/Rate,S/Rate
PANTIES,I6358,100953,NON B,PCS,400.00,400.00
PANTIES,M8063,100954,NON B,PCS,300.00,300.00
PANTIES,M1813,100955,NON B,PCS,350.00,350.00
PANTIES,G185,100956,NON B,PCS,400.00,400.00
PANTIES,K738,100957,NON B,PCS,450.00,450.00
PANTIES,G179,100994,NON B,PCS,400.00,400.00
PANTIES,I7849,100995,NON B,PCS,400.00,400.00
PANTIES,I216,100996,NON B,PCS,350.00,350.00
PANTIES,I6335,100997,NON B,PCS,400.00,400.00
PANTIES,I8912,100998,NON B,PCS,400.00,400.00
PANTIES,I6194,100999,NON B,PCS,400.00,400.00
PANTIES,F355,101000,NON B,PCS,400.00,400.00
PANTIES,LL105137,101001,NON B,PCS,600.00,600.00
PANTIES,B1738,101064,NON B,PCS,300.00,300.00
PANTIES,I6203,101065,NON B,PCS,400.00,400.00
PANTIES,I3052,101066,NON B,PCS,400.00,400.00
PANTIES,K801,101067,NON B,PCS,400.00,400.00
PANTIES,F362,101071,NON B,PCS,450.00,450.00
PANTIES,I6219,101098,NON B,PCS,350.00,350.00
PANTIES,B900,101099,NON B,PCS,200.00,200.00
PANTIES,I6346,101100,NON B,PCS,400.00,400.00
PANTIES,I6216,101101,NON B,PCS,450.00,450.00
PANTIES,I8986,101102,NON B,PCS,350.00,350.00
PANTIES,B1708,101103,NON B,PCS,300.00,300.00
PANTIES,B8813,101104,NON B,PCS,350.00,350.00
PANTIES,K6070,101105,NON B,PCS,400.00,400.00
PANTIES,CD40491,101130,NON B,PCS,300.00,300.00
PANTIES,J2020,101132,NON B,PCS,350.00,350.00
PANTIES,J786,101133,NON B,PCS,400.00,400.00
PANTIES,MP10000,101134,NON B,PCS,250.00,250.00
PANTIES,I6379,101135,NON B,PCS,400.00,400.00
PANTIES,J695,101136,NON B,PCS,450.00,450.00
PANTIES,J6065,101137,NON B,PCS,450.00,450.00
PANTIES,I332,101196,NONB,PCS,450.00,450.00
PANTIES,I610B,101197,NONB,PCS,400.00,400.00
PANTIES,I8813,101198,NONB,PCS,400.00,400.00
PANTIES,K6075,101199,NON B,PCS,450.00,450.00
PANTIES,CH0849,101204,COTTONHILL,PCS,400.00,400.00
PANTIES,I332B,101205,NONB,PCS,450.00,450.00
PANTIES,H8220,101264,NON B,PCS,400.00,400.00
PANTIES,H8239,101265,NON B,PCS,400.00,400.00
PANTIES,H6878B,101266,NON B,PCS,450.00,450.00
PANTIES,H6877,101290,NON B,PCS,400.00,400.00
PANTIES,NK8008,101291,NON B,PCS,350.00,350.00
PANTIES,CD028,101292,COTTON DANCE,PCS,350.00,350.00
PANTIES,HS612,101306,NON B,PCS,350.00,350.00
PANTIES,K6096,101356,NON B,PCS,550.00,550.00
PANTIES,K6087,101357,NON B,PCS,550.00,550.00
PANTIES,I5607,101358,NON B,PCS,450.00,450.00
PANTIES,I129,101359,NON B,PCS,450.00,450.00
PANTIES,I6389,101360,NON B,PCS,500.00,500.00
PANTIES,H6878,101361,NON B,PCS,500.00,500.00
PANTIES,CD50020,101362,COTTON DANCE,PCS,400.00,400.00
PANTIES (BIG),LL38696,100134,LADYLYC,PCS,350.00,350.00
PANTIES (BIG),LL52860,100308,LADYLYC,PCS,400.00,400.00
PANTIES/PO3,LL8920,100136,LADYLYC,PCS,800.00,800.00
PANTIES/PO3,AN2657-2.6,100142,ANIL,PCS,"1,300.00","1,300.00"
PANTIES/PO3,AN2659,100143,ANIL,PCS,"1,500.00","1,500.00"
PANTIES/PO3,GP532,100253,GIRLISH,PCS,800.00,800.00
PANTIES/PO3,CH4008,100414,NON B,PCS,700.00,700.00
PANTIES/PO3,KO39750,100958,KOZABIAT,PCS,950.00,950.00
PANTIES/PO3,AN2657,101077,ANIL,PCS,"1,300.00","1,300.00"
PANTIES/PO3,DO55000,101138,DOMINENT,PCS,"1,050.00","1,050.00"
PANTIES/PO3,MP003,101173,MISS PUDRA,PCS,780.00,780.00
PANTIES/PO3,DR0500,101174,DOREN,PCS,"1,000.00","1,000.00"
PANTIES/PO3,STAIN01,101304,NON B,PCS,550.00,550.00
SHAPER/CONTROLER,MF34313,100144,MISSFIT,PCS,"1,650.00","1,650.00"
SHAPER/CONTROLER,MF34314,100145,MISSFIT,PCS,"1,990.00","1,990.00"
SHAPER/CONTROLER,MF1255,100146,MISSFIT,PCS,"2,990.00","2,990.00"
SHAPER/CONTROLER,MF33636,100147,MISSFIT,PCS,"1,850.00","1,850.00"
SHAPER/CONTROLER,MF1037,100148,MISSFIT,PCS,"1,990.00","1,990.00"
SHAPER/CONTROLER,BO10000-4.2,100149,BONDY,PCS,"1,590.00","1,590.00"
SHAPER/CONTROLER,BO10003,100150,BONDY,PCS,"2,090.00","2,090.00"
SHAPER/CONTROLER,AN2476,100151,ANIL,PCS,"2,990.00","2,990.00"
SHAPER/CONTROLER,AN2513,100152,ANIL,PCS,"8,990.00","8,990.00"
SHAPER/CONTROLER,AN2518,100153,ANIL,PCS,"6,990.00","6,990.00"
SHAPER/CONTROLER,NZ9001,100352,NAZIK,PCS,"1,490.00","1,490.00"
SHAPER/CONTROLER,NZ9005,100437,NAZIK,PCS,990.00,990.00
SHAPER/CONTROLER,NZ9003,100438,NAZIK,PCS,"1,490.00","1,490.00"
SHAPER/CONTROLER,MF1227,100546,MISSFIT,PCS,"1,550.00","1,550.00"
SHAPER/CONTROLER,MF17332,100606,MISS FIT,PCS,"1,990.00","1,990.00"
SHAPER/CONTROLER,MF1228,100804,MISS FIT,PCS,"1,950.00","1,950.00"
SHAPER/CONTROLER,NZ9020,101045,NAZIK,PCS,"2,190.00","2,190.00"
SHAPER/CONTROLER,BO1000-4.2,101046,BONDY,PCS,"1,590.00","1,590.00"
SHAPER/CONTROLER,BO10001-4.2,101047,BONDY,PCS,"1,590.00","1,590.00"
SHAPER/CONTROLER,MF14001,101139,MISSFIT,PCS,"1,990.00","1,990.00"
SHAPER/CONTROLER,MF14002,101140,MISSFIT,PCS,"1,990.00","1,990.00"
BATHGOWN,HP001,100158,HAPPY,PCS,"1,190.00","1,190.00"
BATHGOWN,H100,100982,BATH GOWN,PCS,"1,390.00","1,390.00"
BATHGOWN,NK52940511,101310,NON B,PCS,"2,875.00","2,875.00"
SILICON BRA,FBTN523,100257,NON BR,PCS,995.00,995.00
SILICON BRA,FBTN014,100351,NOR BR,PCS,"1,195.00","1,195.00"
NIPPLE SILICON PAD,NKNSP011,100258,NON BR,PCS,300.00,300.00
NIGHTIES SSC,YISHORTS,100095,YENI INCI,PCS,"2,595.00","2,595.00"
NIGHTIES SSC,SVMSHORTS,100277,SEVIM,PCS,"2,995.00","2,995.00"
NIGHTIES SSC,SVM4962,100278,SEVIM,PCS,"2,695.00","2,695.00"
NIGHTIES SSC,ANSHORTS,100478,ANIL,PCS,"2,695.00","2,695.00"
NIGHTIES SSC,IP5148,100905,IPEKTEN,PCS,"2,990.00","2,990.00"
NIGHTIES SSC,CR92307,101059,CAROLINE,PCS,"2,590.00","2,590.00"
NIGHTIES SSC,DS31773,101239,NON B,PCS,"1,690.00","1,690.00"
NIGHTIES SSC,EL3334,101240,NON B,PCS,"2,590.00","2,590.00"
NIGHTIES SSC,IP6255,101241,IPEKTEN,PCS,"2,590.00","2,590.00"
NIGHTIES SSC,IP6121,101242,IPEKTEN,PCS,"2,790.00","2,790.00"
NIGHTIES SSC,IP612FO,101256,IPEKTEN,PCS,"2,790.00","2,790.00"
NIGHTIES SSC,SU3905,101302,SUDE,PCS,"2,590.00","2,590.00"
NIGHTIES SSC,SVM11280,101324,SEVIM,PCS,"2,990.00","2,990.00"
TIDES,NKS118,100286,NON BR,PCS,995.00,995.00
TIDES,NK5118,100896,NON B,PCS,995.00,995.00
TIDES,NY6105,101171,NOYA NON,PCS,"1,350.00","1,350.00"
BED SHEET (7 PCS),Z-INCIFR,100315,ZEBRA CASA,PCS,"45,950.00","45,950.00"
BED SHEET (3 PCS),T-CKV51,100316,TAC,PCS,"12,900.00","12,900.00"
BED SHEET (3 PCS),FJ145,100317,NON BR,PCS,"13,950.00","13,950.00"
BED SHEET (4 PCS),HALAZA,100318,NON BR,PCS,"16,900.00","16,900.00"
COSPLAYS,GP8370,100330,GALLIPOLI,PCS,"4,250.00","4,250.00"
COSPLAYS,GP8392,100331,GALLIPOLI,PCS,"4,250.00","4,250.00"
COSPLAYS,GP8200,100332,GALLIPOLI,PCS,"4,250.00","4,250.00"
COSPLAYS,GP15502,100479,GALLI POLY,PCS,"1,990.00","1,990.00"
BRA (SPORT),SH075,100345,NON BR,PCS,725.00,725.00
BRA (SPORT),SBB695,100404,SABINA,PCS,"1,820.00","1,820.00"
BRA (SPORT),MF11027,100446,MISS FIT,PCS,"1,490.00","1,490.00"
BRA (SPORT),SH068,100538,NONB,PCS,990.00,990.00
BRA (SPORT),SBB719,100558,SABINA,PCS,"2,360.00","2,360.00"
BRA (SPORT),SBB1003,100663,SABINA,PCS,"2,600.00","2,600.00"
BRA (SPORT),SBB1001,101073,SABINA,PCS,"2,600.00","2,600.00"
BRA (SPORT),SBC1513,101194,NON B,PCS,990.00,990.00
BRA (SPORT),SBC1620,101195,NON B,PCS,"1,090.00","1,090.00"
BRA (SPORT),SB3845,101275,NON B,PCS,"1,090.00","1,090.00"
BRA (SPORT),SB5751,101311,NON B,PCS,950.00,950.00
BRA (SPORT),SB1573,101312,NON B,PCS,"1,050.00","1,050.00"
BRA (SPORT),S3388,101344,NON B,PCS,"1,190.00","1,190.00"
BRA (SPORT),S3857,101345,NON B,PCS,"1,450.00","1,450.00"
THERMAL,NBB626,100363,NBB,PCS,0.00,"1,650.00"
THERMAL,AN8533,100364,ANIL,PCS,"1,850.00","1,850.00"
THERMAL,AN8532,100365,ANIL,PCS,"1,750.00","1,750.00"
THERMAL,AN8531,100366,ANIL8531,PCS,"1,450.00","1,450.00"
THERMAL,MS02023649,100623,M&S,PCS,"2,500.00","2,500.00"
BRA (NURSING),NBB3581,100175,NBB,PCS,"2,090.00","2,090.00"
BRA (NURSING),VG219,100356,NON BR,PCS,700.00,700.00
BRA (NURSING),AN3424,101172,ANIL,PCS,"1,990.00","1,990.00"
NIGHTIES SSS,NU5509,100531,NURTEKS,PCS,"3,990.00","3,990.00"
NIGHTIES SSS,NC6624,100549,NONB,PCS,"1,990.00","1,990.00"
NIGHTIES SSS,PC400,100632,PIERRE,PCS,"4,490.00","4,490.00"
NIGHTIES SSS,PC420,100633,PIERRE CARDIN,PCS,"4,690.00","4,690.00"
NIGHTIES SSS,NCA207,100703,NON B,PCS,"2,290.00","2,290.00"
NIGHTIES SSS,NU5521,100780,NURTEKS,PCS,"4,990.00","4,990.00"
NIGHTIES SSS,NU5519,100850,NURTEKS,PCS,"4,790.00","4,790.00"
STARTERS,MF1501,100114,MISSFIT,PCS,"1,190.00","1,190.00"
STARTERS,A111,100343,NON B,PCS,500.00,500.00
STARTERS,SBC387,100568,SABINA,PCS,"1,680.00","1,680.00"
STARTERS,SBC370,100573,SABINA,PCS,"1,640.00","1,640.00"
STARTERS,D6208,101019,NON B,PCS,750.00,750.00
STARTERS,A6118,101144,NON B,PCS,550.00,550.00
STARTERS,A5988,101164,NON B,PCS,550.00,550.00
STARTERS,A8309,101276,NON B,PCS,370.00,370.00
STARTERS,A1926,101277,NON B,PCS,650.00,650.00
STARTERS,KO80070,101279,CANSOY,PCS,"1,390.00","1,390.00"
STARTERS,A6123,101346,NON B,PCS,550.00,550.00
STARTERS,A2627,101347,NON B,PCS,650.00,650.00
STARTERS,A2628,101348,NON B,PCS,700.00,700.00
STARTERS,A020,101349,NON B,PCS,650.00,650.00
PRETTY MAKEUP,BBCREAM,100705,B B CREAM,PCS,950.00,950.00
PRETTY MAKEUP,B-POWDER28,100706,BAKED POWDER,PCS,"1,850.00","1,850.00"
PRETTY MAKEUP,BLUSH,100707,BLUSH,PCS,900.00,900.00
PRETTY MAKEUP,BLUSH-B,100708,BLUSH BAKED,PCS,"1,850.00","1,850.00"
PRETTY MAKEUP,BLUSH-M,100709,BLUSH MATTE,PCS,900.00,900.00
PRETTY MAKEUP,B-POWDER-13,100710,BRONZER POWDER,PCS,"1,650.00","1,650.00"
PRETTY MAKEUP,CONCEALER-CUL,100711,CONCEALER COVER UP LIQUID,PCS,"1,100.00","1,100.00"
PRETTY MAKEUP,CONCEALER-S,100712,CONCEALER STICK,PCS,900.00,900.00
PRETTY MAKEUP,EPENCIL,100713,EYE PENCIL,PCS,450.00,450.00
PRETTY MAKEUP,EPENCIL-S,100714,EYE PENCIL STYLER,PCS,600.00,600.00
PRETTY MAKEUP,ESHADOW-Q,100715,EYE SHADOW QUARTET,PCS,"1,250.00","1,250.00"
PRETTY MAKEUP,ESHADOW-S,100716,EYE SHADOW SINGLE,PCS,700.00,700.00
PRETTY MAKEUP,ESHADOW-SM,100717,EYE SHADOW SINGLE MATTE,PCS,700.00,700.00
PRETTY MAKEUP,EYESHADOW-SB,100718,EYE SHADOW STARS BAKED,PCS,"1,450.00","1,450.00"
PRETTY MAKEUP,EBMASKARA,100719,EYEBROW MASCARA,PCS,"1,100.00","1,100.00"
PRETTY MAKEUP,EBPENCIL-S,100720,EYE BROW PENCIL STYLER,PCS,450.00,450.00
PRETTY MAKEUP,EBSHADOW,100721,EYEBROW SHADOW,PCS,800.00,800.00
PRETTY MAKEUP,ELINER-GB,100722,EYE LINER GEL BK,PCS,"1,400.00","1,400.00"
PRETTY MAKEUP,ELINER-LB,100723,EYE LINER LIQUID BK,PCS,900.00,900.00
PRETTY MAKEUP,ELINER-P,100724,EYE LINER PEN,PCS,900.00,900.00
PRETTY MAKEUP,ELINER-UDLB,100725,EYE LINER ULTIMATE DIP LINER BK,PCS,"1,050.00","1,050.00"
PRETTY MAKEUP,FOUNDATION-CU,100726,FOUNDATION COVER UP,PCS,"1,900.00","1,900.00"
PRETTY MAKEUP,FOUNDATION-MF,100727,FOUNDATION MATTIFYING,PCS,"1,900.00","1,900.00"
PRETTY MAKEUP,FOUNDATION-WL,100728,FOUNDATION WEIGHTLESS,PCS,"1,900.00","1,900.00"
PRETTY MAKEUP,LBALM,100729,LIP BALM,PCS,450.00,450.00
PRETTY MAKEUP,LGLOSS-ST,100730,LIP GLOSS STAY TRUE,PCS,750.00,750.00
PRETTY MAKEUP,LPENCIL,100731,LIP PENCIL,PCS,350.00,350.00
PRETTY MAKEUP,LPENCIL-S,100732,LIP PENCIL STYLER,PCS,350.00,350.00
PRETTY MAKEUP,LSTICK-S,100733,LIP PENCIL STYLER,PCS,350.00,350.00
PRETTY MAKEUP,LSTICK-E,100734,LIP STICK ESSENTIAL,PCS,750.00,750.00
PRETTY MAKEUP,LSTICK-M,100735,LIP STICK MATTE,PCS,850.00,850.00
PRETTY MAKEUP,LSTICK-ML,100736,LIP STICK MATTE LIQUID,PCS,"1,150.00","1,150.00"
PRETTY MAKEUP,LSTICK-ST,100737,LIP STICK STAY TRUE,PCS,850.00,850.00
PRETTY MAKEUP,MBASE,100738,MAKE UP BASE,PCS,"1,800.00","1,800.00"
PRETTY MAKEUP,MASCARA-AIOB,100739,MASKARA ALL IN ONE BK,PCS,950.00,950.00
PRETTY MAKEUP,MASCARA-CB,100740,MASKARA CURLING BK,PCS,850.00,850.00
PRETTY MAKEUP,MASKARA-LB,100741,MASKARA LENGTHENING BK,PCS,950.00,950.00
PRETTY MAKEUP,MASCARA-VB,100742,MASCARA VOLMISING BK,PCS,850.00,850.00
PRETTY MAKEUP,NENAMEL-E,100743,NAIL ENAMEL ESSENTIAL,PCS,375.00,375.00
PRETTY MAKEUP,NENAMEL-M,100744,NAIL ENAMEL MATTE,PCS,425.00,425.00
PRETTY MAKEUP,PPOWDER,100745,PRESS POWDER,PCS,"1,350.00","1,350.00"
PRETTY MAKEUP,PPOWDER-MF,100746,PRESS POWDER MATTIFYING,PCS,"1,350.00","1,350.00"
PRETTY MAKEUP,SHARPNER,100747,SHARPNER,PCS,300.00,300.00
PRETTY MAKEUP,MUBASE,100750,MAKE UP BASE,PCS,"1,800.00","1,800.00"
PRETTY MAKEUP,MASKARA-AIOB,100751,MASKARA ALL IN ONE BK,PCS,950.00,950.00
PRETTY MAKEUP,MASKARA-VB,100752,MASKARA VOLUMSING BK,PCS,850.00,850.00
PRETTY MAKEUP,MASCARA-LB,100753,MASCARA LENGTHENING BK,PCS,950.00,950.00
PRETTY MAKEUP,EBMASCARA,100754,EYEBROW MASCARA,PCS,"1,100.00","1,100.00"
PANTIES/PO7,PR001,100763,NON B,PCS,"1,190.00","1,190.00"
PANTIES/PO7,B3052,100764,NON B,PCS,500.00,500.00
EXTENTIONS,CEX1,100894,CANSOY NON,PCS,80.00,80.00
BOXER [SCS],L1001,100913,NON B,PCS,650.00,650.00
T-SHIRTS,USP66004,100914,U S POLO,PCS,"2,500.00","2,500.00"
PANTIES/PO5,B1001,100959,NON B,PCS,"1,000.00","1,000.00"
PANTIES/PO5,IN001,101377,NON B,PCS,"1,000.00","1,000.00"
BOTANICS MAKEUP,BP043,100963,PRIMER,PCS,950.00,950.00
BOTANICS MAKEUP,BELP04,100964,PENCIL E/L,PCS,150.00,150.00
BOTANICS MAKEUP,BLS061,100965,LIP STICK,PCS,520.00,520.00
BOTANICS MAKEUP,BM061,100966,MASCARA,PCS,490.00,490.00
BOTANICS MAKEUP,BML061,100967,MATT LINER,PCS,490.00,490.00
BOTANICS MAKEUP,BLM041,100968,MARKER LINER,PCS,450.00,450.00
BOTANICS MAKEUP,BLG061,100969,LIP GLOSS,PCS,430.00,430.00
BOTANICS MAKEUP,BAG023,100970,ALOEVERA GEL,PCS,830.00,830.00
BOTANICS MAKEUP,BMB002,100971,MATT BLUSH,PCS,590.00,590.00
BOTANICS MAKEUP,BFP003,100972,FACE POWDER,PCS,790.00,790.00
BOTANICS MAKEUP,BF573,100973,FOUNDATION,PCS,"1,090.00","1,090.00"
BOTANICS MAKEUP,BES003,100974,EYESHADE KIT 26,PCS,650.00,650.00
BOTANICS MAKEUP,BES009,100975,EYESHADE KIT 4848,PCS,"1,650.00","1,650.00"
BOTANICS MAKEUP,B081,100976,B B CREAM BOB,PCS,450.00,450.00
BOTANICS MAKEUP,EB091,100977,B B CREAM EVERBEAUTY,PCS,490.00,490.00
BOTANICS MAKEUP,BNP011,101074,NAIL PAINT,PCS,300.00,300.00
BOTANICS MAKEUP,BNP0055,101305,NAIL PAINT,PCS,220.00,220.00
SHORT SUIT,CR92904,100522,CAROLINE,PCS,"2,590.00","2,590.00"
SHORT SUIT,DS31775,100806,DEEP SLEEP,PCS,"1,690.00","1,690.00"
SHORT SUIT,DS12082,100807,DEEP SLEEP,PCS,"2,590.00","2,590.00"
SHORT SUIT,EL1315,100904,ELITOL,PCS,"2,590.00","2,590.00"
SHORT SUIT,DS1282,101060,DEEP SLEEP,PCS,"2,590.00","2,590.00"
SHORT SUIT,DS12061,101061,DEEP SLEEP,PCS,"2,590.00","2,590.00"
SHORT SUIT,AN9590,101062,ANIL,PCS,"2,590.00","2,590.00"
NIGHTIES CSC,AYDOCAPRI,101075,AYDOGAN,PCS,"3,190.00","3,190.00"
NIGHTIES CSC,IP6203,101243,IPEKTEN,PCS,"3,190.00","3,190.00"
NIGHTIES CSC,IP6254,101244,IPEKTEN,PCS,"3,190.00","3,190.00"
BRA PADDED,AN3616,100166,ANIL,PCS,"2,290.00","2,290.00"
BRA PADDED,GO6000,100177,GOLGE,PCS,"1,990.00","1,990.00"
BRA PADDED,GO6031,100178,GOLGE,PCS,"1,990.00","1,990.00"
BRA PADDED,SBD7000,100202,SABINA,PCS,"3,000.00","3,000.00"
BRA PADDED,SBD2023,100283,SABINA,PCS,"4,630.00","4,630.00"
BRA PADDED,TR7681,100487,TRIUMPH,PCS,"1,850.00","1,850.00"
BRA PADDED,GO6035,100575,GOLGE,PCS,"2,190.00","2,190.00"
BRA PADDED,AN3106,100584,ANIL,PCS,"2,790.00","2,790.00"
BRA PADDED,C153PU,100662,CANSOY,PCS,990.00,990.00
BRA PADDED,SHL266,100668,NONB,PCS,990.00,990.00
BRA PADDED,SH784B,100669,NON B,PCS,890.00,890.00
BRA PADDED,K338,100696,NON B,PCS,590.00,590.00
BRA PADDED,BALCONY,100775,NON B,PCS,950.00,950.00
BRA PADDED,HBLP1000,100789,SABINA,PCS,"1,885.00","1,885.00"
BRA PADDED,HBL534,100791,SABINA,PCS,"2,080.00","2,080.00"
BRA PADDED,GO6080,100799,GOLGE,PCS,"2,590.00","2,590.00"
BRA PADDED,SH7561,100800,NON B,PCS,990.00,990.00
BRA PADDED,K3262,100846,NON B,PCS,750.00,750.00
BRA PADDED,HBLN554,100866,SABINA,PCS,"1,885.00","1,885.00"
BRA PADDED,HBLP1001,100867,SABINA,PCS,"1,885.00","1,885.00"
BRA PADDED,HBAN062,100869,SABINA,PCS,"1,920.00","1,920.00"
BRA PADDED,L3016,100881,NON B,PCS,590.00,590.00
BRA PADDED,K182,100882,NON B,PCS,790.00,790.00
BRA PADDED,SH3002,100883,NON B,PCS,950.00,950.00
BRA PADDED,HBLN564,100926,SABINA,PCS,"1,885.00","1,885.00"
BRA PADDED,E18011,100987,NON B,PCS,750.00,750.00
BRA PADDED,HBLP556,101029,SABINA,PCS,"1,885.00","1,885.00"
BRA PADDED,HBA066,101031,SABINA,PCS,"1,885.00","1,885.00"
BRA PADDED,H2151,101033,NON B,PCS,990.00,990.00
BRA PADDED,H2122,101034,NON B,PCS,890.00,890.00
BRA PADDED,A7627,101036,NON B,PCS,690.00,690.00
BRA PADDED,CD008,101037,NON B,PCS,790.00,790.00
BRA PADDED,HBLP2000,101048,SABINA,PCS,"1,885.00","1,885.00"
BRA PADDED,NU198,101049,NURTEKS,PCS,"1,990.00","1,990.00"
BRA PADDED,H9059,101054,NON B,PCS,990.00,990.00
BRA PADDED,CD003,101056,NON B,PCS,790.00,790.00
BRA PADDED,BN2998,101097,NON B,PCS,"1,090.00","1,090.00"
BRA PADDED,NKFB053,101109,NON B,PCS,850.00,850.00
BRA PADDED,S8836,101110,NON B,PCS,750.00,750.00
BRA PADDED,N1804,101111,NON B,PCS,790.00,790.00
BRA PADDED,H2121,101112,NON B,PCS,850.00,850.00
BRA PADDED,BN216,101113,NON B,PCS,990.00,990.00
BRA PADDED,H6250,101161,NON B,PCS,"1,250.00","1,250.00"
BRA PADDED,H20226,101162,NON B,PCS,990.00,990.00
BRA PADDED,NBB3479,101192,NBB,PCS,"2,690.00","2,690.00"
BRA PADDED,H0012,101200,NONB,PCS,990.00,990.00
BRA PADDED,H6802,101201,NONB,PCS,990.00,990.00
BRA PADDED,H2184,101202,NONB,PCS,990.00,990.00
BRA PADDED,H6219,101215,NON B,PCS,"1,090.00","1,090.00"
BRA PADDED,FARIYA,101234,FLOURISH,PCS,"1,150.00","1,150.00"
BRA PADDED,H7076,101258,NON B,PCS,850.00,850.00
BRA PADDED,H3421,101259,NON B,PCS,890.00,890.00
BRA PADDED,H6148,101260,NON B,PCS,850.00,850.00
BRA PADDED,H6803,101261,NON B,PCS,"1,050.00","1,050.00"
BRA PADDED,H20228,101262,NON B,PCS,"1,050.00","1,050.00"
BRA PADDED,H2185,101263,NON B,PCS,"1,050.00","1,050.00"
BRA PADDED,H18002,101280,NON B,PCS,790.00,790.00
BRA PADDED,BN8073,101281,NON B,PCS,850.00,850.00
BRA PADDED,H8501,101307,NON B,PCS,850.00,850.00
BRA PADDED,H6801,101308,NON B,PCS,"1,050.00","1,050.00"
BRA PADDED,H1705,101309,NON B,PCS,850.00,850.00
BRA PADDED,H2900,101342,NON B,PCS,790.00,790.00
BRA PADDED,H0011,101350,NON B,PCS,"1,090.00","1,090.00"
BRA PADDED,HX7373,101351,NON B,PCS,"1,250.00","1,250.00"
BRA PADDED,HS018,101352,NON B,PCS,"1,090.00","1,090.00"
BRA PADDED,H2901,101353,NON B,PCS,990.00,990.00
BRA PADDED,H888,101354,NON B,PCS,650.00,650.00
BRA PADDED,GO4605,101378,GOLGE,PCS,"2,290.00","2,290.00"
LACE/SILK PANTIES,CH4974,100126,COTTONHILL,PCS,350.00,350.00
LACE/SILK PANTIES,F866,100836,NON B,PCS,450.00,450.00
LACE/SILK PANTIES,F201,100891,NON B,PCS,450.00,450.00
LACE/SILK PANTIES,J5532BIG,100915,NON B,PCS,450.00,450.00
LACE/SILK PANTIES,F376,100948,NON B,PCS,500.00,500.00
LACE/SILK PANTIES,K6058,100949,NON B,PCS,500.00,500.00
LACE/SILK PANTIES,I8115,101068,NON B,PCS,400.00,400.00
LACE/SILK PANTIES,J8846,101069,NON B,PCS,450.00,450.00
LACE/SILK PANTIES,LL105269,101070,LADY LYK,PCS,300.00,300.00
LACE/SILK PANTIES,I8171,101072,NON B,PCS,400.00,400.00
LACE/SILK PANTIES,J6661,101186,NON B,PCS,450.00,450.00
LACE/SILK PANTIES,B138,101187,NON B,PCS,350.00,350.00
LACE/SILK PANTIES,J6140,101188,NON B,PCS,400.00,400.00
LACE/SILK PANTIES,CD20650,101206,COTTON DANCE,PCS,500.00,500.00
LACE/SILK PANTIES,CD30660,101209,COTTON DANCE,PCS,500.00,500.00
LACE/SILK PANTIES,K6126,101287,NON B,PCS,500.00,500.00
LACE/SILK PANTIES,CH4375,101288,COTTON HILL,PCS,550.00,550.00
LACE/SILK PANTIES,CD30366,101289,COTTON DANCE,PCS,400.00,400.00
LACE/SILK PANTIES,CDK-6,101303,COTTON DANCE,PCS,450.00,450.00
LACE/SILK PANTIES,F613,101314,NON B,PCS,500.00,500.00
LACE/SILK PANTIES,F6530,101315,NON B,PCS,500.00,500.00
LACE/SILK PANTIES,F501,101316,NON B,PCS,400.00,400.00
BRA SET [NP],LSH005,101210,LAIKA,PCS,"1,650.00","1,650.00"
BRA SET [NP],LTA001,101211,LAIKA,PCS,"1,750.00","1,750.00"
BRA SET [NP],LKI002,101212,LAIKA,PCS,"1,750.00","1,750.00"
BRA SET [NP],LFI003,101213,LAIKA,PCS,"1,650.00","1,650.00"
